AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
16,63,39,18,1,20,17,150,6,20,18,8,6,89,11,776,60,47,26,15,31,35,24,72,0,48,27,109,2,5,31,7,5,4,20,34,53,9,18,20,5,12,9,3,0,107,38,9,0,9,12,2,2,1,6,33,87,1,42,19,2,64,20,2,0,25,11,39,3,3,9,4,1,1,22,27,110,8,16,2,846,0,0,1,0,0,0,0,0,0,0,0,0,1,0,154,0,0,0,0,92,11,13,14,0,11,313,45,3,3,82,36,0,1,7,15,75,1,6,5,18,8,6,15,0,33,12,95,57,2,9,1,2,111,53,16,11,1,381,13,117,79,88,39,1,136,85,255,23,21,78,12,6,18,62,114,159,12,209,51,1,5,5,2,0,11,5,13,0,2,2,1,1,100,4,9,9,0,4,1,0,9,5,3,0,5,13,27,2,0,3,0,3,1,3,19,9,1,41,3,83,35,20,36,0,20,18,87,51,4,17,6,3,119,12,43,46,3,16,14,6,6,4,4,0,6,3,21,0,0,38,3,0,0,1,6,5,0,5,4,2,0,10,2,0,4,2,16,1,0,0,0,0,0,2,1,4,2,0,3,3,12,6,4,0,3,6,22,1,3,7,1,0,313,5,9,7,1,2,4,12,25,10,15,0,7,63,73,2,3,67,6,2,8,16,33,25,4,22,7,129,121,43,41,0,47,38,221,16,28,214,13,10,43,146,736,106,17,154,104,16,30,22,69,0,75,173,193,6,40,9,5,4,178,16,93,22,2,22,8,6,11,2,9,0,3,5,21,0,1,1,2,2,0,0,37,10,0,1,1,4,12,58,1,0,149,1,115,0,0,4,1,1,418,4,43,169,0,13,1,17,16,13,19,0,23,14,54,2,3,32,4,1,3,10,29,16,3,16,11,1
30,66,61,19,3,20,20,130,10,24,21,10,3,118,21,778,72,52,30,11,48,45,23,53,0,35,34,147,5,12,14,8,3,8,20,37,61,8,15,25,4,12,9,2,0,123,34,15,1,12,6,2,1,4,8,38,105,1,32,34,6,60,13,4,0,22,11,38,3,4,9,4,1,7,10,34,114,4,24,7,863,1,0,3,0,0,0,1,0,1,0,1,0,0,0,135,0,0,1,0,115,12,11,8,0,10,307,48,3,2,106,32,0,3,7,8,52,1,5,11,16,12,12,8,0,26,7,100,50,4,3,3,1,132,50,17,14,0,350,13,120,69,83,58,0,143,99,238,13,13,84,19,7,12,43,97,149,11,172,62,1,13,6,1,0,7,2,5,0,1,3,0,1,93,2,5,7,0,7,1,4,3,7,5,0,4,15,25,3,2,6,0,1,4,5,29,7,1,37,4,73,31,21,27,0,24,9,78,51,5,20,5,2,133,9,33,64,6,11,11,9,5,9,6,0,6,2,24,2,2,36,2,0,1,7,5,9,1,4,0,2,5,8,2,0,3,2,11,0,0,1,1,1,1,0,2,3,1,0,2,7,13,6,3,0,4,8,17,2,0,3,0,0,382,11,10,11,1,8,1,16,42,14,23,0,5,57,77,2,1,55,7,3,2,28,33,27,3,14,7,134,151,42,44,2,47,35,207,4,37,182,24,16,40,163,714,92,14,136,81,20,22,23,79,1,95,155,187,2,38,14,3,3,167,19,84,24,3,27,11,5,13,2,8,0,4,3,15,1,1,3,3,0,0,2,38,8,0,2,3,1,8,80,5,0,130,4,92,0,0,7,1,0,374,4,40,138,0,7,1,25,18,13,17,0,33,14,37,3,3,40,5,2,6,7,28,20,4,10,14,1
16,65,65,16,1,15,10,146,6,30,20,5,3,119,21,756,66,52,19,17,41,37,28,54,0,35,26,125,1,5,28,9,6,9,22,39,60,4,10,29,4,11,10,4,0,128,31,7,1,8,4,3,0,2,6,30,126,4,51,29,4,69,8,7,0,16,12,30,4,8,12,5,1,0,12,39,111,2,21,5,834,0,1,6,0,0,0,2,0,0,1,0,0,0,1,157,0,0,1,3,125,19,10,10,0,12,309,57,3,3,82,37,1,1,10,14,59,3,7,9,19,8,11,8,0,22,5,93,53,3,5,1,1,130,58,17,11,0,362,12,120,73,75,44,0,128,88,251,12,27,86,12,4,17,59,121,142,13,195,61,2,5,3,0,0,3,4,10,1,1,2,2,1,93,1,1,8,1,6,0,8,13,9,7,0,6,12,26,4,1,3,2,1,0,8,30,9,0,40,2,77,23,24,28,0,22,13,90,40,2,18,5,4,116,10,41,49,6,15,17,2,6,7,4,0,3,3,29,1,0,38,3,1,2,4,2,10,2,2,2,1,1,14,1,0,2,0,7,0,1,1,0,0,0,3,2,10,0,0,2,4,11,10,3,0,5,5,22,2,1,3,0,1,351,9,9,4,4,8,2,14,33,18,19,0,15,58,99,3,7,55,3,2,3,20,40,19,2,24,3,125,129,46,43,2,68,59,184,9,43,181,22,16,46,156,715,90,13,137,97,19,30,28,84,1,109,161,174,3,32,17,6,1,169,17,74,18,4,18,14,4,4,3,7,1,7,2,21,0,1,1,1,0,0,4,39,14,0,1,1,4,10,70,5,1,141,2,107,0,0,1,1,1,393,7,29,155,0,6,1,25,21,19,16,0,34,19,48,1,8,42,4,1,3,9,26,18,1,11,16,1
31,57,55,30,1,12,14,131,6,24,24,6,1,100,19,788,59,60,28,18,42,28,24,59,0,38,26,130,2,7,24,8,5,5,23,35,63,3,10,23,2,10,14,1,0,99,49,7,0,7,7,1,1,1,8,42,103,4,35,32,5,55,14,3,0,31,7,32,5,1,14,3,4,6,10,33,113,1,17,5,847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153,1,0,0,1,107,13,12,9,0,15,304,48,1,5,74,24,1,1,5,12,79,3,6,5,17,8,10,13,0,31,7,89,66,2,10,0,0,116,63,14,16,2,374,10,131,90,91,62,1,125,82,228,20,24,63,8,9,23,50,78,128,13,191,49,3,8,8,3,0,8,6,5,2,0,2,1,0,117,2,9,4,0,9,0,9,5,7,9,0,5,14,10,3,2,5,1,2,5,11,26,9,0,40,1,70,33,25,11,0,23,20,89,52,4,18,9,5,98,10,28,49,7,17,17,4,6,5,3,0,6,7,17,0,1,31,0,1,0,1,4,12,3,1,1,5,1,10,2,0,2,0,15,0,0,1,1,1,1,0,4,4,1,0,4,2,13,5,5,0,4,4,26,0,1,4,0,0,308,8,16,5,2,8,5,20,30,15,21,0,11,72,77,6,4,66,2,1,5,25,26,22,3,19,2,115,143,41,49,1,48,48,167,11,42,180,18,13,40,157,721,99,16,146,104,21,21,19,56,0,84,173,201,3,36,14,10,2,177,17,82,24,3,14,11,6,11,4,4,0,8,3,29,0,0,2,3,0,0,2,39,12,2,1,3,6,9,43,6,0,142,5,99,4,1,5,4,1,408,5,27,156,2,5,1,21,14,21,13,0,32,7,65,6,3,41,4,5,5,11,22,10,4,8,17,1
26,60,52,18,1,30,24,130,9,26,16,6,2,100,13,775,69,57,13,15,44,42,13,68,0,47,31,133,7,8,28,7,8,5,24,29,64,5,8,32,3,14,12,2,0,101,36,7,2,9,4,2,2,0,7,37,98,1,30,24,12,54,14,2,0,20,10,36,4,8,10,1,2,5,17,41,122,3,15,5,870,0,1,0,0,0,0,0,0,0,0,0,0,1,0,127,1,0,1,2,106,14,10,10,0,11,302,44,1,1,86,24,2,3,7,17,72,3,9,5,22,13,7,15,0,26,11,121,59,3,6,1,2,115,59,9,12,0,379,9,98,75,88,54,1,143,98,222,17,24,77,13,6,18,42,96,155,10,175,50,3,9,5,1,0,15,2,12,1,3,2,0,0,121,3,7,7,1,4,0,8,11,7,5,0,4,18,20,0,4,4,2,1,1,4,27,10,2,40,8,68,41,18,24,0,21,14,92,66,6,19,5,2,105,12,43,53,3,20,20,5,8,7,6,0,0,3,24,0,2,27,1,0,2,8,6,11,0,3,1,2,2,10,1,0,2,0,11,1,0,1,2,0,1,0,4,3,2,1,1,5,9,6,3,0,3,5,14,0,1,3,2,1,318,3,14,6,2,9,2,13,30,16,16,0,4,71,72,4,2,77,4,4,0,23,26,17,5,26,6,124,143,44,44,0,48,43,169,15,39,205,27,4,36,166,716,103,18,137,86,13,34,21,83,1,80,186,187,3,32,21,5,6,155,17,86,25,5,20,16,2,13,4,5,0,7,0,19,0,1,3,4,0,2,0,44,12,0,2,3,4,17,48,6,0,140,3,86,3,2,4,5,0,415,1,30,137,1,8,4,14,14,8,18,0,25,12,63,4,5,39,3,2,3,10,33,19,3,14,3,1
16,62,54,21,3,18,16,134,9,30,18,11,1,119,15,775,75,49,33,11,40,34,24,55,0,43,25,133,1,10,20,5,3,8,31,30,52,3,10,29,1,20,8,3,0,125,31,6,0,13,4,1,2,3,5,37,97,0,33,27,7,57,16,4,0,24,8,39,5,3,12,2,0,5,15,38,122,7,15,1,847,2,0,1,0,0,0,2,0,0,0,0,0,0,1,151,1,0,2,0,115,13,10,10,0,20,299,55,0,1,82,41,4,0,4,13,65,2,5,8,13,8,13,14,0,20,7,108,54,4,13,4,0,115,56,9,16,1,364,13,132,86,78,62,1,134,81,229,14,16,78,8,5,18,45,105,152,13,183,51,4,3,1,2,0,9,4,8,0,1,3,1,0,106,4,1,9,0,6,0,14,12,9,5,0,3,18,24,1,1,6,2,2,1,12,22,9,1,40,3,80,28,21,24,1,20,17,75,57,3,24,9,3,120,13,33,48,6,19,19,10,3,10,3,0,4,10,19,0,3,41,1,0,1,1,5,11,2,2,1,4,1,8,0,0,1,0,9,0,0,1,2,1,0,0,1,5,1,0,3,5,10,5,4,0,6,6,21,1,1,4,3,0,344,4,13,10,0,3,5,16,30,16,22,0,15,68,79,2,7,63,5,2,7,22,27,30,5,21,11,119,126,39,41,0,48,50,194,11,47,187,14,12,38,171,710,99,14,130,87,22,19,27,78,1,104,170,184,3,34,16,7,1,169,33,74,20,3,18,13,1,10,5,6,0,5,2,24,0,3,2,3,0,1,1,32,12,0,1,4,6,9,63,4,0,123,9,100,1,2,2,2,0,389,7,29,145,1,4,2,18,23,9,21,1,25,11,48,3,6,44,6,1,1,8,32,18,4,9,13,1
21,69,38,24,4,14,22,121,7,17,13,5,4,125,34,817,58,37,24,12,27,34,27,53,0,49,25,130,4,4,22,5,6,2,29,37,53,2,13,37,3,13,15,2,0,127,31,16,0,6,6,1,1,3,8,34,114,1,37,20,3,54,9,3,0,23,7,42,4,3,20,1,2,2,10,34,117,2,10,7,855,3,0,1,0,1,1,2,0,0,0,1,1,0,0,143,1,0,0,0,130,14,10,16,0,10,309,51,1,3,82,34,0,3,7,8,71,3,8,4,17,15,5,12,0,37,8,124,51,2,9,1,0,130,45,10,11,0,371,8,133,76,82,57,1,133,101,240,11,23,78,13,6,21,52,107,148,8,161,55,1,6,8,3,0,11,6,12,0,0,3,1,0,100,2,4,9,0,2,2,8,6,11,6,0,3,11,29,3,5,7,1,0,1,6,16,6,2,39,6,77,28,25,25,0,18,17,92,51,7,16,6,5,120,10,35,48,8,4,26,4,5,10,4,0,4,4,19,0,1,35,1,0,1,5,3,7,0,4,1,7,0,8,3,0,0,1,10,2,1,0,1,0,0,2,1,6,1,1,1,1,9,9,4,0,9,4,17,2,2,1,0,1,366,4,14,5,1,9,2,13,39,16,15,0,10,62,85,6,4,71,5,4,4,34,29,26,3,24,10,119,135,51,33,3,51,50,169,19,43,202,16,11,35,173,726,101,15,144,96,18,25,28,68,1,102,175,186,3,38,17,9,0,136,20,72,16,1,23,10,5,7,2,3,0,5,0,21,1,3,1,1,2,1,0,30,8,0,0,1,4,8,70,2,0,132,5,80,2,1,3,4,0,404,6,38,125,3,9,0,20,13,14,19,0,25,17,60,3,3,32,2,2,6,13,34,18,4,13,15,1
29,71,46,29,1,16,11,143,3,25,17,7,3,102,17,766,77,54,29,13,59,34,20,79,0,51,28,118,3,5,27,5,3,13,24,33,55,5,16,31,1,14,14,2,0,123,40,6,3,4,6,0,2,1,3,38,104,1,22,25,12,68,11,5,0,19,10,35,2,4,15,4,1,8,11,47,134,2,13,4,855,0,0,1,0,1,0,0,0,0,1,1,0,0,0,143,1,0,0,1,103,14,7,15,0,7,314,48,0,1,94,27,0,1,8,8,72,2,6,5,14,10,6,6,0,31,16,109,74,4,7,1,3,140,71,11,11,2,368,10,96,105,82,47,0,138,100,236,19,19,63,22,8,25,48,125,140,11,139,48,2,5,4,0,0,10,2,4,1,2,4,0,0,124,1,4,2,1,3,3,6,16,5,5,0,7,3,20,0,1,6,2,1,1,3,22,6,1,43,5,64,25,17,22,0,11,13,98,51,6,20,3,4,121,16,41,59,6,12,20,9,7,6,7,0,4,2,24,0,0,31,1,0,0,7,5,7,0,7,2,2,2,14,1,0,2,2,9,0,0,2,1,0,1,0,3,3,0,0,1,5,10,7,7,0,5,8,23,0,2,5,2,0,355,5,19,8,0,4,1,11,28,11,12,0,8,87,73,3,6,65,4,2,3,23,26,33,3,19,4,147,130,45,51,3,56,46,200,8,30,192,29,14,34,146,745,80,12,155,87,15,32,22,86,0,84,194,166,2,39,11,2,0,129,20,83,14,4,20,10,7,7,6,6,0,3,2,24,0,1,1,4,1,0,0,34,6,0,4,3,6,13,72,6,0,129,12,69,1,2,3,1,0,404,8,33,108,2,11,4,16,18,14,18,0,27,4,66,2,2,39,3,1,4,10,24,13,3,13,11,1
28,63,40,21,6,21,12,136,5,23,15,6,1,108,21,789,72,44,25,15,43,33,18,69,0,30,25,126,6,10,29,2,2,6,14,34,51,3,8,19,3,9,16,3,0,113,42,17,2,4,5,2,0,1,11,26,91,2,46,21,9,58,16,3,0,21,12,38,4,2,16,1,0,5,21,33,144,3,16,3,854,1,0,0,0,0,0,0,0,0,0,1,0,2,0,144,4,0,1,2,104,8,12,8,0,11,301,45,2,2,67,33,2,2,4,24,67,2,3,3,13,7,12,18,0,28,8,107,64,2,4,1,0,126,58,13,12,0,387,13,116,82,79,58,1,119,95,220,12,26,79,8,5,14,58,110,154,9,194,46,1,8,2,2,0,9,3,11,0,2,3,1,0,106,4,5,7,0,5,1,4,11,4,9,0,3,11,19,0,0,3,3,0,3,6,24,9,1,38,0,78,21,20,24,1,21,20,88,46,1,23,3,3,102,9,31,47,5,17,20,2,8,4,5,0,7,3,9,0,2,32,0,0,1,2,5,15,0,3,1,0,0,8,2,0,0,2,4,0,0,2,0,0,2,0,3,2,0,0,2,5,9,10,4,0,5,2,26,1,0,5,1,0,323,5,9,9,1,6,7,15,25,19,14,0,13,75,87,6,3,62,5,1,2,15,29,21,3,23,5,124,125,57,40,1,51,50,186,12,32,178,21,9,43,162,729,111,14,150,91,22,26,21,89,0,87,199,192,4,30,18,6,0,162,9,87,16,4,24,11,9,9,2,8,0,3,1,16,0,2,2,0,1,0,0,31,8,0,2,2,1,10,59,6,0,143,3,114,3,1,5,0,2,417,8,38,145,1,7,2,20,15,15,22,0,15,9,44,3,6,32,5,1,3,16,22,22,4,10,13,1
21,66,57,21,1,26,15,142,3,27,18,13,4,122,18,769,72,42,29,13,38,37,16,58,0,34,24,138,2,4,15,9,7,7,22,49,50,6,9,20,0,11,14,1,0,121,41,10,1,3,10,1,1,2,7,33,110,0,35,25,7,48,16,6,0,19,6,36,3,4,7,6,2,8,6,30,107,7,21,8,842,1,0,0,0,0,1,1,0,0,0,0,0,1,0,157,0,0,0,1,120,14,11,15,0,9,311,42,2,3,75,33,0,0,6,17,68,2,3,11,13,6,5,11,0,22,4,118,65,3,6,3,1,139,59,13,9,1,352,7,122,93,85,58,0,126,95,232,21,14,77,11,10,18,62,105,162,12,176,59,0,6,7,2,0,13,4,11,2,3,3,0,0,102,1,10,6,0,4,1,6,9,3,5,0,4,9,26,3,2,2,0,1,0,4,23,10,1,40,5,76,26,18,17,1,21,16,95,39,5,22,2,2,108,14,31,49,5,11,15,8,7,3,6,0,1,5,21,2,1,38,1,1,0,3,3,9,0,6,2,5,1,11,2,0,1,0,6,1,1,2,1,1,0,2,6,5,0,1,1,7,14,6,1,0,4,4,24,1,1,4,0,0,359,10,13,9,1,8,3,9,27,16,8,0,12,69,91,2,5,56,2,3,5,20,27,29,7,23,7,150,132,43,36,2,59,47,195,19,35,174,20,10,52,149,707,85,14,128,93,24,18,26,76,0,102,163,183,5,38,15,7,1,157,23,74,16,1,23,13,8,3,8,8,0,5,3,22,0,1,2,2,2,0,0,26,9,0,2,4,5,9,65,2,0,129,6,85,1,1,7,2,1,385,4,33,145,1,8,1,18,17,16,14,0,34,14,60,3,2,40,4,0,4,8,24,15,5,11,7,1
20,53,46,22,1,16,15,125,4,27,19,7,6,115,20,804,63,46,39,15,48,34,18,70,0,37,31,108,3,6,19,6,4,3,26,32,64,5,17,22,3,13,11,2,0,111,42,6,3,11,6,2,0,1,7,33,92,1,42,20,12,57,13,6,0,21,12,46,2,4,10,1,0,2,23,33,122,1,25,4,866,1,0,2,0,0,0,1,0,0,0,1,0,1,0,131,2,0,0,1,117,25,14,7,0,15,328,50,1,1,79,29,1,2,9,17,78,4,3,11,13,5,9,16,0,32,6,96,60,2,9,2,1,123,57,19,12,4,400,8,96,83,68,55,0,137,80,229,9,18,68,16,11,22,58,81,143,11,170,50,0,7,2,2,0,11,4,9,1,1,2,1,0,101,3,5,3,2,3,1,13,10,9,1,0,10,12,16,4,1,1,0,0,4,5,28,10,3,29,2,63,24,32,26,0,24,11,75,44,10,9,3,5,105,9,37,39,7,9,18,8,4,6,10,0,11,4,10,0,1,34,4,1,0,2,5,9,1,3,1,1,1,10,6,0,2,1,13,0,3,1,1,0,0,2,2,5,0,0,0,6,7,7,2,0,5,7,14,2,1,5,4,1,338,5,13,7,1,5,2,18,31,18,25,0,8,70,77,4,0,58,3,3,2,22,31,21,5,20,9,124,139,41,47,2,54,53,177,13,38,184,19,9,42,151,729,88,24,145,73,21,24,22,72,0,109,183,173,3,32,6,8,1,147,13,73,26,1,29,11,9,8,2,10,1,3,3,28,2,0,3,3,3,0,2,24,15,2,3,2,7,11,61,3,0,164,6,95,1,1,4,1,0,422,5,25,137,1,8,6,18,16,17,10,2,21,6,57,2,1,33,3,2,2,6,30,18,4,8,10,1
26,58,55,18,1,17,11,143,6,25,17,8,6,118,21,790,53,38,18,14,30,36,22,67,0,39,28,113,4,7,20,1,2,8,26,29,61,7,17,19,3,14,9,1,0,114,46,11,0,11,8,3,1,1,7,28,114,1,34,32,3,53,13,4,0,18,8,35,5,5,13,3,1,1,12,33,128,2,25,10,846,1,0,0,0,0,0,1,0,0,0,0,0,0,0,153,2,0,0,1,109,8,14,11,0,14,305,40,3,5,79,32,0,2,4,14,67,2,7,6,8,5,5,6,0,26,6,111,69,4,7,4,0,126,61,11,10,2,365,11,120,90,99,63,2,133,79,248,19,24,67,15,10,21,58,90,118,8,180,51,0,4,5,1,0,6,5,12,0,1,4,1,0,102,1,5,13,1,6,0,8,11,3,5,0,2,14,28,2,4,11,4,1,2,4,34,12,2,40,5,83,21,20,24,0,17,18,82,39,2,10,3,3,107,14,36,55,3,9,15,8,8,9,7,0,6,5,21,0,2,29,2,2,1,2,4,9,3,2,2,4,3,13,1,0,0,1,8,0,1,1,0,1,1,0,4,1,0,1,3,6,13,5,6,0,5,5,27,0,3,6,3,2,341,5,12,9,2,6,4,16,27,12,14,1,19,74,64,5,4,48,3,0,2,21,35,28,4,24,7,114,129,56,36,0,54,41,194,11,51,189,25,7,50,141,739,87,14,146,111,18,16,22,82,0,95,178,158,4,39,9,5,3,168,20,87,17,3,23,14,9,7,1,6,0,3,0,25,0,2,0,1,1,0,0,32,8,0,2,0,2,13,59,2,0,131,6,108,0,1,4,2,1,404,3,31,147,1,5,1,30,19,16,18,0,23,7,66,0,1,39,7,2,5,8,28,22,4,11,8,1
27,67,45,18,2,20,12,134,3,23,23,5,2,121,18,776,66,53,20,15,33,23,14,63,0,38,29,115,4,8,23,7,6,5,28,26,56,2,14,34,1,10,14,3,0,113,50,6,1,8,5,1,0,2,8,35,109,0,34,24,5,43,14,4,0,23,7,42,3,10,18,5,1,6,14,40,122,9,14,6,834,0,0,2,0,1,0,0,0,0,0,0,0,1,0,164,0,0,0,1,121,12,9,8,0,7,301,54,2,3,64,38,1,2,10,14,62,2,10,5,9,10,9,18,0,32,8,112,71,2,7,3,0,117,67,13,14,0,367,9,117,79,95,52,0,108,98,204,16,21,72,13,8,23,57,96,153,7,177,51,1,9,8,4,0,11,3,14,1,2,4,1,1,114,2,4,6,0,1,0,9,15,7,9,0,9,16,16,0,2,8,2,1,2,10,26,5,2,39,5,74,25,19,30,0,22,9,70,46,2,20,3,3,106,15,33,50,2,13,22,4,10,7,7,0,1,5,21,1,2,41,0,0,1,3,8,5,0,2,0,3,1,13,2,0,1,0,11,0,1,0,1,0,0,0,2,3,1,0,1,5,14,3,4,0,5,3,23,1,1,2,1,1,338,7,10,8,1,14,1,15,28,12,22,0,7,73,83,3,6,63,5,2,2,17,28,32,5,27,7,142,130,42,39,0,61,46,200,19,47,163,23,9,37,152,709,83,9,153,113,21,18,27,75,0,94,179,181,5,38,11,5,1,158,11,86,25,3,30,11,6,7,6,3,0,0,3,11,0,0,1,0,2,0,1,42,14,0,1,2,4,9,64,5,0,142,9,100,1,1,4,2,1,402,4,37,143,2,14,2,19,18,16,18,1,30,17,50,9,6,35,3,1,5,13,28,23,1,16,14,1
18,57,50,24,1,15,17,122,4,17,20,13,0,110,28,786,66,42,30,16,40,35,23,67,0,39,36,134,3,14,22,3,3,10,16,32,61,8,15,29,2,15,10,0,0,97,48,7,2,6,5,3,4,2,9,36,98,0,46,28,8,69,13,2,0,26,11,37,7,6,14,2,2,4,15,24,123,6,18,6,856,0,0,1,0,1,0,1,0,0,0,0,0,0,0,141,2,0,1,2,108,15,16,14,0,11,303,40,2,2,82,27,2,1,4,15,70,1,6,4,15,11,8,16,0,28,9,89,70,3,7,2,1,114,71,18,12,1,373,5,115,102,87,44,1,125,74,226,15,21,65,12,4,15,52,126,163,11,177,46,1,11,3,3,0,16,5,8,1,0,4,0,0,120,2,7,5,0,5,1,5,8,6,5,0,5,12,18,2,1,1,5,0,3,4,30,14,3,36,8,69,25,21,30,1,21,13,78,50,3,13,5,2,105,16,34,54,9,9,19,3,4,9,7,0,2,9,31,1,1,28,4,1,2,3,3,13,0,1,4,1,0,9,3,0,1,2,10,1,1,1,0,1,0,0,3,3,0,2,2,4,8,5,6,0,5,2,25,7,2,4,1,2,322,5,14,4,2,9,7,12,27,11,20,1,8,75,66,6,4,60,9,3,8,21,32,26,7,22,8,130,129,56,48,1,48,45,204,11,42,187,21,7,47,155,736,110,11,155,73,18,31,17,77,0,102,172,203,6,33,11,5,2,161,11,83,16,7,30,17,8,5,5,5,0,7,2,28,1,2,2,6,0,0,0,26,13,0,1,0,4,15,55,3,0,145,8,108,0,6,10,3,2,406,7,45,132,0,11,2,19,23,14,18,0,21,10,46,3,2,41,5,4,4,7,25,17,3,15,11,1
27,80,48,28,1,24,14,140,4,30,21,8,3,113,15,769,58,61,25,13,46,32,13,69,0,51,28,145,4,11,31,3,7,2,30,37,45,5,13,26,4,10,9,1,0,100,32,12,0,11,8,1,1,1,3,35,90,1,52,25,7,70,15,6,0,20,15,30,5,4,14,6,1,6,17,31,118,2,21,6,859,0,1,2,0,0,0,2,0,0,0,0,0,1,1,135,4,0,0,3,123,20,5,8,0,7,316,45,1,1,78,34,4,1,6,11,72,3,5,11,17,14,8,11,0,25,6,94,60,1,4,2,0,127,58,21,9,1,383,9,120,79,88,60,3,128,81,227,15,16,84,11,7,22,40,82,137,8,183,48,1,8,4,1,0,12,4,6,0,0,2,0,0,96,0,7,11,0,5,1,10,13,10,6,0,6,16,25,0,4,6,2,1,3,4,23,6,0,36,2,73,38,21,32,0,22,6,90,43,4,23,5,3,100,14,33,50,5,11,31,4,7,10,8,0,3,2,16,1,3,31,0,0,1,2,5,12,1,5,3,3,0,12,2,0,3,1,10,2,0,1,1,2,1,0,2,5,0,0,3,5,9,6,3,0,7,4,20,1,1,6,1,2,327,5,9,16,2,7,6,14,29,15,16,0,9,70,70,4,11,56,7,4,4,23,22,15,4,29,5,129,135,41,46,3,61,49,157,11,34,193,17,9,45,145,708,86,15,133,72,12,20,21,71,0,93,171,167,4,35,10,9,2,169,18,70,15,3,35,12,6,9,5,6,0,6,5,18,0,1,2,2,0,0,0,40,15,1,1,2,4,10,50,5,0,153,14,109,0,2,2,3,1,411,11,28,156,2,9,0,18,15,14,13,1,21,16,56,3,4,32,2,1,7,15,21,17,5,17,21,1
